0.293700,0.267033
0.213241,0.910146
0.328064,0.679073
0.018229,0.549875
0.941861,0.434418
0.264215,0.653796
0.503452,0.069158
0.867772,0.825724
0.527393,0.420486
0.654023,0.645846
0.399946,0.676184
0.100993,0.013947
0.197028,0.999125
0.574391,0.335873
0.661649,0.464184
0.395911,0.635226
0.045496,0.855369
0.821665,0.067311
0.820415,0.875525
0.840593,0.077734
0.457416,0.063596
0.815922,0.253250
0.811638,0.360441
0.725238,0.942384
0.141410,0.852116
0.645978,0.030235
0.984512,0.277124
0.215786,0.544246
0.597124,0.220510
0.742079,0.839266
0.604930,0.960007
0.863945,0.934242
0.128556,0.358588
0.199777,0.343732
0.825497,0.900626
0.025083,0.333638
0.240627,0.621341
0.573752,0.338684
0.840912,0.169784
0.523137,0.348746
0.830481,0.302605
0.486601,0.802639
0.209758,0.753173
0.928451,0.977531
0.889024,0.101461
0.560154,0.659559
0.124045,0.811188
0.712770,0.647979
0.650241,0.606720
0.287210,0.457790
0.953056,0.962803
0.560377,0.668642
0.251857,0.015658
0.188137,0.377895
0.119763,0.679936
0.667108,0.262002
0.983889,0.917272
0.178081,0.139299
0.058180,0.479774
0.487687,0.038767
0.657299,0.519825
0.768422,0.887042
0.758696,0.577111
0.004521,0.824707
0.728022,0.372633
0.644590,0.402797
0.726102,0.252008
0.799123,0.632238
0.116532,0.799583
0.571744,0.724300
0.410958,0.708203
0.652869,0.628691
0.386589,0.606810
0.613056,0.677273
0.215689,0.953849
0.362592,0.435166
0.070862,0.980786
0.607924,0.992731
0.542478,0.203576
0.862684,0.101800
0.046886,0.337218
0.417028,0.490665
0.928495,0.285262
0.385094,0.606169
0.817567,0.011027
0.671500,0.813209
0.307213,0.679197
0.568605,0.709006
0.193609,0.120411
0.692006,0.453595
0.588144,0.642642
0.339867,0.693769
0.255980,0.860852
0.984623,0.253891
0.498894,0.933311
0.445660,0.046807
0.064012,0.019965
0.547207,0.425411
0.213628,0.642194
0.549166,0.351123
0.491842,0.311979
0.771259,0.310160
0.160612,0.642837
0.430065,0.333353
0.108007,0.733231
0.452330,0.525311
0.122616,0.497335
0.284225,0.968395
0.224304,0.055596
0.743889,0.561788
0.766816,0.654852
0.382029,0.650635
0.037624,0.205848
0.091697,0.333844
0.026453,0.859163
0.936387,0.371962
0.462179,0.374954
0.803582,0.361816
0.505286,0.965095
0.268831,0.582806
0.781112,0.453351
0.052789,0.376395
0.270159,0.624542
0.140687,0.568849
0.499510,0.883199
0.350332,0.532438
0.940838,0.767277
0.761423,0.330706
0.784874,0.165272
0.171834,0.476118
0.502804,0.871500
0.995185,0.309165
0.109134,0.824002
0.319985,0.004344
0.729186,0.934449
0.356241,0.296617
0.533744,0.360629
0.400485,0.448676
0.991295,0.867625
0.219010,0.012919
0.665757,0.158616
0.185389,0.679195
0.253958,0.417013
0.123815,0.393106
0.822390,0.755567
0.627833,0.373142
0.078915,0.950747
0.664426,0.235363
0.692689,0.471443
0.817714,0.348415
0.306297,0.164466
0.355166,0.459183
0.965973,0.791272
0.206276,0.760825
0.229994,0.835146
0.148255,0.884608
0.573189,0.198388
0.505578,0.050948
0.482131,0.618155
0.033214,0.398918
0.068863,0.677482
0.867252,0.829797
0.144162,0.441556
0.487621,0.875158
0.379641,0.959789
0.470990,0.833464
0.616765,0.695957
0.781278,0.183274
0.840106,0.657914
0.624418,0.186566
0.138290,0.974439
0.182342,0.506302
0.306465,0.043996
0.592636,0.792044
0.785795,0.068610
0.530720,0.022721
0.571086,0.552029
0.363177,0.348766
